"content","time"
"六老师吧主这么秀的？？？

 https://imgsa.baidu.com/forum/w%3D580/sign=3f75ccb0a4ec8a13141a57e8c7029157/3d9b413e8794a4c215470f7403f41bd5ad6e391a.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=310f6e76e6c4b7453494b71efffd1e78/e2304855564e9258ea536eb19182d158ccbf4e1b.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=276f9fc8d433c895a67e9873e1127397/760568fbaf51f3de9cc4513b99eef01f3a297914.jpg","16/11/2018 22:37:00"
"也是老大不小的人了，你是吧主删评论假和睦都能勉强理解，毕竟你也是粉丝对不对，但是你说出这种话，真的内心毫无愧疚？
按照你的意思这是杨洁的一面之词不足为信，想要求证真假死无对证？","16/11/2018 22:40:00"
"1.不准恶搞六学语录！
戏说不是胡说，改编不是乱编。一个贴吧没有六学语录是可怕的；有了六学语录不去弘扬，是可悲的；有了六学语录还要去践踏，那就是可耻了！
2.不准和六粉谈恋爱！
六学家怎么能和六粉谈恋爱呢？这个贴吧弘扬的是六学家的真善美，抨击的是六粉的假恶丑，人妖不分、是非颠倒，有意思吗？
3.不准笑！
年轻人还在那笑，我告诉你我笑不出来！我的眼泪都在肚子里！","16/11/2018 22:44:00"
"基本的人性都没有了","17/11/2018 10:03:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=9520ccae9182d158bb8259b9b00b19d5/f15fc40ed9f9d72a24705a5dd92a2834349bbb6b.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=b104ec63bd7eca80120539efa1239712/130a1319367adab449f8510386d4b31c8701e45f.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=0c37ad6b03f41bd5da53e8fc61db81a0/97ca181101e939015016c77e76ec54e736d1966b.jpg","17/11/2018 13:48:00"
"六小龄童-1s","17/11/2018 16:13:00"
"除了章牙舞爪、章口就莱，还有什么？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon15.png https://imgsa.baidu.com/forum/w%3D580/sign=87b54ab2701ed21b79c92eed9d6fddae/c5ce36cd7cd98d1001c8d7712c3fb80e7bec9063.jpg","17/11/2018 21:38:00"
"獐头鼠目，张灯结彩","17/11/2018 22:52:00"
"我的眼泪往......","18/11/2018 01:30:00"
"童丝阿姐网上黑料一堆，包括埋怨闫怀礼死的不是是时候，诋毁刚去世的杨洁导演。。美猴网面对可能是质疑的问题就踢皮球，让你去找什么六小龄童本人啊，制片商啊之类的。就是不让你发表有损六形象的言论","19/11/2018 18:11:00"
"🐵🗣💀🗣🐳🐳，💀🗣🐵🗣🈳🈳","19/11/2018 21:42:00"
"今天上班无聊看新闻 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=85f22b4b5e43fbf2c52ca62b807fca1e/4264ac13b31bb051bbb7bd6b3b7adab44bede0f3.jpg","20/11/2018 11:22:00"
"这可是要谢罪的啊","20/11/2018 11:23:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=bf0e564b1230e924cfa49c397c086e66/9bdcaec69f3df8dc6906c4d2c011728b4710284b.jpg","20/11/2018 16:58:00"
"别说这个工作人员吧主了，你看看他本人怎么说话的
 https://imgsa.baidu.com/forum/w%3D580/sign=13a278275b4e9258a63486e6ac83d1d1/807399328744ebf800cdf47cd4f9d72a6159a7ce.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=4d1ee263b412c8fcb4f3f6c5cc0292b4/4627cc83b2b7d0a2336194dec6ef76094a369ada.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=0b9404f88ad6277fe912323018391f63/4c955c167f3e670945a8d5bc36c79f3df9dc55da.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=48f691db53df8db1bc2e7c6c3922dddb/90d89f47f21fbe097ff5535766600c338644addb.jpg","20/11/2018 19:46:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=d6529f61be1bb0518f24b320067bda77/5a26a6fb828ba61ed7f65b6c4c34970a304e596a.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=f0901f724790f60304b09c4f0912b370/27acf980800a19d8c62c17463efa828ba61e465f.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=e637369c7bc6a7efb926a82ecdfbafe9/e3e9c43c269759ee3c4bf388bffb43166d22df6b.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=733131aeac44ad342ebf878fe0a20c08/60c7261d8701a18b65c4810c932f07082838fe58.jpg","20/11/2018 19:48:00"
"典型 “我自己打自己脸”","20/11/2018 19:50:00"
"我在这个吧开了第一个贴，没想到火了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","21/11/2018 19:00:00"
"断 章 取义","21/11/2018 19:24:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","21/11/2018 21:10:00"
"你这个头像有点故事啊","22/11/2018 11:40:00"
"你寻思寻思什么时候当吧主","23/11/2018 13:05:00"
"章口就莱，道西游。
金玉满堂，接广告。
莱者不惧，律师函。
是非之地，新加坡。
条分节解，片何方。
狗屁不通，告侵权。","24/11/2018 07:56:00"
"章口就莱，道西游。
金玉满堂，接广告。
莱者不惧，律师函。
是非之地，新加坡。
条分节解，片何方。
狗屁不通，告侵权。
[滑稽][滑稽]","24/11/2018 07:57:00"
"章口就莱，道西游。
金玉满堂，接广告。
莱者不惧，律师函。
是非之地，新加坡。
条分节解，片何方。
狗屁不通，告侵权。","24/11/2018 13:10:00"
"一手好牌打的稀烂","24/11/2018 17:27:00"
"一楼是我的了","25/11/2018 02:08:00"
"众所周知，七龙珠里的孙悟空毁坏了西游记中的猴子形象，此人明目张胆的带着此邪漫的帽子，应该向六老师谢罪，才能平民愤。
 https://imgsa.baidu.com/forum/w%3D580/sign=fb53806c9016fdfad86cc6e6848e8cea/b2fda86c55fbb2fb1faa2355424a20a44723dc8d.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=f6b2359b59e736d158138c00ab514ffc/89ca67d2572c11dfe750c4646e2762d0f603c28d.jpg","25/11/2018 12:19:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=116a365b1cdfa9ecfd2e561f52d1f754/79564389d43f8794477b1c69df1b0ef41ad53a82.jpg","25/11/2018 14:52:00"
"p明明是西游精神","25/11/2018 16:32:00"
"红衣被续","25/11/2018 21:40:00"
"牛掰","26/11/2018 08:34:00"
"差点就打你了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","26/11/2018 10:35:00"
"住口，11月名单安排一下 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon6.png","26/11/2018 15:54:00"
"可惜你还不是","28/11/2018 18:34:00"
"你这样要向全国人民谢罪的","29/11/2018 17:16:00"
"你这样是要向全国人民谢罪的","29/11/2018 17:17:00"
"你往后劭劭 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","29/11/2018 17:55:00"
"我一直潜水 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png 
桀骜不驯，嫉恶如仇；看我齐天大圣
狂傲自负，睚眦必报；可是六小龄童","29/11/2018 17:58:00"
"谢罪警告 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","30/11/2018 10:54:00"
"但是你希望每个人看到你的发言以后就只认你一个吧主吗？","1/12/2018 18:53:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=9e5b567614d8bc3ec60806c2b28aa6c8/ce3e412b2834349bf1e18dc9c4ea15ce37d3bea9.jpg","1/12/2018 23:06:00"
"很好，六小龄童终于上微博热搜了。
看了一下评论是铜丝和六学家的大战啊。
革命尚未成功同志仍需努力啊。
希望通过大家的努力把六小龄童的真实面貌展示出来，让这种垄断文学名著的行为斩杀殆尽。
不过大家要有理有据啊，我们是六学不是六黑，我们是高素质的，温润尔雅的六学家。
 https://imgsa.baidu.com/forum/w%3D580/sign=f201d372d4f9d72a17641015e42b282a/10fe3e65034f78f01f7b2dbe74310a55b3191c24.jpg","2/12/2018 22:14:00"
"章口就莱","3/12/2018 12:48:00"
"蟑螂恶霸","4/12/2018 09:59:00"
"出口成章","5/12/2018 05:25:00"
"来吧。恶魔城狂迷。","5/12/2018 12:21:00"
"@恶魔城狂迷","5/12/2018 12:21:00"
"从哪开始呢？
就从最近这几天沸沸扬扬的故居事件开始吧。
老六很多次在接受采访的时候，对吴承恩赞不绝口，甚至一度把他夸赞成为所谓的什么预言家，什么孙悟空千里眼，什么一根汗毛七十二变是现代克隆，顺风耳是现代电话。没提及吴承恩都会一副感恩戴德的样子。
曾说过没有吴承恩就没有西游记，没有西游记就没有六小龄童。崇敬，感激之情溢于言表。虔诚的样子令人动容。
可是，故居事件，咱别说什么自媒体黑，咱就拿官方发布的澄清声明说。
可以么？
上面老六对吴承恩怎样的感情已经说过了。不多做坠诉。
当地方政府提议把吴承恩广场改名为六小龄童广场的时候，他居然同意了。对么？文章原文是经得六小龄童同意，改名六小龄童广场。不是么？
一脚踹下老吴的招牌，堂而皇之的换上了六小龄童。老六对吴承恩的感激，敬畏哪去了？能帮着找找找么？
 https://imgsa.baidu.com/forum/w%3D580/sign=2145ba604c34970a47731027a5cbd1c0/ddc04038b6003af3b311ae2f382ac65c1138b6ef.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=ba59a06e9def76c6d0d2fb23ad17fdf6/4bff9dfb513d2697066a7a1258fbb2fb4216d8dd.jpg","5/12/2018 12:32:00"
"灵堂卖片
事情前因后果不做过多坠诉，因为都清楚对么？
在这里就一点以一部八百年未拍出来的大大大大大制作电影搬出来告慰导演？电影呢？在哪呢？
什么是告慰？是不是作品上映后，有不错的口碑，得到绝大多数观众的认可受到了一致的好评，才能敢说对故去导演的告慰，对么？不是么？
所以说他灵堂卖片不确切。因为这个片到目前为止仍然是属于莫须有的对么？所以不存在卖片。
那他的行为用什么来解释呢？不是借机蹭热度，蹭恩师故去的热度是什么呢？","5/12/2018 12:38:00"
"@恶魔城狂迷","5/12/2018 12:39:00"
"看到了吧，回复在那里被删了是么？有人身攻击地域歧视，语言不雅么？","5/12/2018 12:40:00"
"xswl","5/12/2018 17:15:00"
"草生","5/12/2018 22:32:00"
"请你回答我。
一个西游题材的手机游戏，小孩子能通过玩的时候能学到什么文化。通过玩游戏能学到什么","5/12/2018 22:36:00"
"请问，拼搏进取，乐观向上，积极勇敢这些精神是86版本西游记电视剧表达的精神还是原著西游记所表达的精神。
原著等不等于八六版本的电视剧","5/12/2018 22:39:00"
"很感谢你在三楼发的帖子，你不发，我还不知道……这件事情我刚才在网络上查了一下，还确有其事……不过我觉得还是看到了一个问题，这个广场之前，并不叫“吴承恩广场”，而是称作文化广场，后来改名叫做六小龄童广场，也许你不喜欢六小龄童，你接受不了，而且在那个吴承恩的故居，有很多六小龄童的照片，这也引起了一些网友得反感，但是…………","5/12/2018 22:42:00"
"或许我真的理解很多网友为什么称六小龄童为“章承恩”了，但是，如果我没有记错的话，六小龄童拍过一部电视剧，叫做“吴承恩与西游记”，可是，据我所知，我看过的电影，或者电视剧，讲吴承恩的，似乎也只有六小龄童玩的吴承恩，其他演员从来没演过，所以我认为，在吴承恩故居，挂一些六小龄童的照片也没有什么，因为只有他演过吴承恩，别人没演过，只有他演过，我认为他有这个资格。","5/12/2018 22:46:00"
"回复你7楼的话，游戏和电影，是两种完全不同的文化，明星为了赚钱，猛近夸游戏也是非常正常的情况吧？哪个明星没给垃圾网游做广告，夸大其词更是多了去了。我觉得游戏可以夸大的做，但是电影不行，电影虽然很多东西也是瞎编的，但是却不能乱编，因为他要上电视，跟全国人民见面的。我就给你说个道理，电影经过审查，就可以上电视，但是，我几乎没见过哪个游戏，可以也上电视给全国人民收看，当然这个情况个别电视台也有，但是实在是太少太少了，重播更是不可能，但是电视剧电影，却可以重播很多次，所以，我觉得对于电影和游戏需要区别对待。","5/12/2018 22:55:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=fed66fb5dcc8a786be2a4a065708c9c7/0243a02bc65c1038888a018dbf119313b17e899b.jpg","5/12/2018 23:27:00"
"再重启一楼统一回复一下吧，我该说的也都说了，当然如果不能理解，我也没有办法，毕竟每个人看问题角度不同，但是最重要的，“我不想把自己的想法强加给别人！”，因为那样的话，是没有任何好结果的。我说的一切都是就事论事，对事不对人。……我们虽然观点不同，但是我不希望因为观点不同而产生一些矛盾，这是你我都不愿意看到的，所以我就说这么多了……但是还是很谢谢你的这个贴子，确实让我知道了很多之前不知道的事情。……","5/12/2018 23:59:00"
"我上次出国，海关把我拦住了，看着我的身份证对我说：你这身份证是假的吧？ 我说是真的啊！他说：你不是叫托尼.史塔克吗？ 所以我有两张身份证，一张是托尼.史塔克，一张是小罗伯特唐尼，不是特权，是工作需要。 刚才进场的时候还有叫我钢老师的。","6/12/2018 01:26:00"
"孙悟空到底有几个女妖的朋友啊","6/12/2018 10:00:00"
"英语怎么没改 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","6/12/2018 12:30:00"
"不要修改过的美国两百年文化浓缩起来就是漫威文化，漫威文化就是蜘蛛侠精神，读懂了蜘蛛侠就读懂了美国。漫威文化就是捍卫正义，打击犯罪，永不言败，尤其是像蜘蛛侠一般的乐观向上。我还看过哪部戏里，蜘蛛侠是用发射器喷蛛丝的，一点精神都没有，那就不是蜘蛛侠了，应该徒手发射，咻咻咻。路上就有几个小朋友问我，托比·马奎尔叔叔，蜘蛛侠有几个超级英雄女朋友啊？蜘蛛侠需要保卫纽约市，看到小绿魔上下打量一番，我能坚持多久，我用什么招式打败他。总不能我一看这个绿魔“太帅啦~”，我是不是可以跟他发生一段基情，这我没法演。美国历史上从来不缺可歌可泣的基情故事，但我希望可以给蜘蛛侠留下一片感情的净土。我还看过我们现在的一些同人作品，蜘蛛侠跟死侍都谈起恋爱来了，蜘蛛侠管死侍叫贱贱，死侍管蜘蛛侠叫虫虫，敌我不分是非颠倒，有意思吗？甚至把蜘蛛侠变成打击罪犯里的情种，这是非常要不得的，那不是我们美利坚人民子孙后代要做的事情。像这样一个漫画英雄，世界名人，如果如此恶搞，那么这些视频、影视剧主创人员、编导、演员需要向全美国人民谢罪的。一千个人心中有一千个哈姆雷特，一万个人心中只有一个蜘蛛侠。蜘蛛侠制服毒液弘扬的是蜘蛛侠的真善美，抨击的是毒液的假恶丑。由我主演的大型3D电视连续剧《斯坦李与蜘蛛侠》，我在其中扮演斯坦李和蜘蛛侠两角。大家好，我是蜘蛛侠，是手游《漫威蜘蛛宇宙》的首席文化大使，一朝蜘蛛侠，一生蜘蛛侠，演义蜘蛛侠几十载，飞檐走壁显神通，百套战衣样样有，Because I'm Spider–man，重温经典，感受不一样的漫威文化，我蜘蛛侠等着你。我上次出国，海关把我拦住了，看着我的身份证对我说：你这身份证假的吧？我说是真的啊!他说：你不是叫托比·马奎尔吗？所以我有两张身份证，一张是托比·马奎尔，一张是彼得·帕克，不是特权，是工作需要。刚才进场的时候还有叫我蛛老师的。","6/12/2018 13:05:00"
"在座的各位 都是 复读机 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://imgsa.baidu.com/forum/w%3D580/sign=f4a7a45f80b1cb133e693c1bed5556da/e155671ebe096b63362b91e001338744ebf8ac62.jpg","6/12/2018 14:11:00"
"微博圣母太多了","6/12/2018 14:12:00"
"读懂了西游记，才读懂了中国；了解了孙悟空，才了解中国人。西游文化，我个人认为，是我们中华五千年文化浓缩起来的一个精华，一个精髓，拼搏，进取，不屈不挠，永不言败，尤其是美猴王精神当中的乐观向上。
我好像看过哪个片子里，那个孙悟空是这么走的，师傅，走哎！","6/12/2018 17:27:00"
"孙悟空怎么能和白骨精谈恋爱呢？人妖不分，是非颠倒，有意思吗？年轻人还在那笑，像这样的一个神话英雄、世界名著，如果如此恶搞，那么这个剧的主创人员、编导演需要向本国人民谢罪的！","6/12/2018 17:32:00"
"过去有句话叫一千个读者就有一千个哈姆雷特，但是我的心愿，我说句狂话，我希望我这个形象出来之后，一千个观众心目中只有一个美猴王！","6/12/2018 17:44:00"
"大家好，我是六小龄童，是大闹天宫的首席文化大使，一朝大圣，一生大圣，演绎美猴王齐天大圣五十载。七十二变显神通，百般兵器样样有。火眼金睛金箍棒，重温西游文化经典，感受不一样的西游文化，俺老孙等着你！","6/12/2018 19:55:00"
"黑部进：近几年拍摄的奥特曼根本就是哗众取宠，而且还不尊重昭和系奥特曼拍摄惯例，居然还有什么和贝利亚这种邪恶奥特曼融合，这种令人发指的行为是要向民众切腹赎罪的！
 昨天我去中国参加活动，一个小朋友问我奥特曼你的女婿是不是又出车祸了，我当场就给了他俩耳刮子，奥特曼怎么能有女婿呢？这是多么荒唐的事情！
 记得几年前我坐飞机去国外，在空中被UFO劫持，外星人翻看我的证件吃惊的说说你不是宇宙超人早田吗，后来他们害怕被消灭就看在我的面子就不入侵地球，后来联合国就给我一张全球通行证，证明我是宇宙超人，所以我就有两张证件，一张本国黑部进身份证，一张宇宙超人早田身份证！","7/12/2018 08:19:00"
"西游记带给他的荣誉让他自大到只许诋毁别人不许别人说的地步了、西游记并不是他的、是整个剧组的努力的结果","7/12/2018 10:56:00"
"看到六爷上热搜就跑来看看了。
虽然我是个只在知乎上黑六爷的黑子～

 https://imgsa.baidu.com/forum/w%3D580/sign=918bd740d862853592e0d229a0ee76f2/8834f7d1f703918faa3790785c3d269758eec4b7.jpg","7/12/2018 11:44:00"
"赃金莱","7/12/2018 16:25:00"
"章口金莱","7/12/2018 20:00:00"
"章冠李戴","7/12/2018 20:03:00"
"哈哈哈哈终于找到组织了！大家一起将六学发展壮大 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","8/12/2018 11:38:00"
"最近挺火的那个梗，惊闻……，我深感高兴……，然后扯到了孙悟空然后又是敢问路在何方巴拉巴拉的，这个原话是啥呀，有没有六学家大佬出来解惑啊","9/12/2018 01:22:00"
"对于这种贴吧，我的看法是，会员越多，危害越大！","10/12/2018 13:50:00"
"你这样是要向全国人民谢罪的 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon67.png","10/12/2018 14:36:00"
"戏说不是胡说，改编不是乱编，我说的，底线在观众心中","10/12/2018 23:36:00"
"章三李四","10/12/2018 23:58:00"
"是的，我们是有素质的六学家！","11/12/2018 12:24:00"
"http://www.bilibili.com/video/av36146067","11/12/2018 13:58:00"
"大家好，我是六小龄童。惊闻最近互联网上出现了许多对我不满的的声音，并且到处乱玩我的梗。我十分痛心。我一直强调，网络不是不法之地，不要跟风乱黑，要谨言慎行。明年春季，中美合拍的3D版西游电影《敢问路在何方》就要正式开机，我将继续扮演孙悟空一角。我们只有拍好了这部电影，才能改善中国的网络环境，还大家一个干净和谐的网络世界。谢谢大家","11/12/2018 15:08:00"
"我将成为这个吧的元老 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=f01238779425bc312b5d01906ede8de7/7331e70f0cf3d7caa62cd2cfff1fbe096a63a943.jpg","11/12/2018 21:05:00"
"什么叫国际影星啊？","11/12/2018 21:07:00"
"苦练一变，练完白练，笑对一难","11/12/2018 22:38:00"
"苏联玉米怎么卖","12/12/2018 12:12:00"
"我儒雅随和，怎么谢罪 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon93.png","12/12/2018 23:50:00"
"章牙舞爪","13/12/2018 10:13:00"
"不，西游是他写","13/12/2018 10:14:00"
"律师函警告","13/12/2018 10:15:00"
"哈哈哈
 https://imgsa.baidu.com/forum/w%3D580/sign=530fa7a84fa7d933bfa8e47b9d4ad194/25080817fdfaaf51af621c03815494eef11f7a9a.jpg","13/12/2018 11:41:00"
"去学校给孩子签名的gif，感激不尽 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon48.png","13/12/2018 13:36:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","13/12/2018 13:58:00"
"脏心烂肺","13/12/2018 17:22:00"
"顺理成章","13/12/2018 18:25:00"
"章头鼠目","13/12/2018 23:16:00"
"又看了一遍大话西游，突然发现至尊宝爱上了晶晶没错，白骨精也没叫他空空啊，空空这貌似是TVB西游记电视剧里的段子吧，六老是不是又搞错了什么 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=3470048246fbfbeddc59367748f1f78e/c6e675ff9925bc3132bf942553df8db1ca137046.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=f88242495cda81cb4ee683c56267d0a4/ca2c2d0f7bec54e7633db0a3b4389b504ec26a4b.jpg","14/12/2018 00:27:00"
"链接不发了，搜索：苍天绕过谁？实锤六小龄童。。。","14/12/2018 11:33:00"
"你这样是要向全国人民谢罪的。","14/12/2018 13:40:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=9c7a719f7f8b4710ce2ffdc4f3cfc3b2/7cce3445ad345982946c6c2c01f431adcaef84bb.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=49ff17969a2bd40742c7d3f54b889e9c/a4d140638535e5dda7ca2c617bc6a7efcf1b62bb.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=aeed134d74310a55c424defc87444387/66a25e1249540923848feac09f58d109b2de49bb.jpg","14/12/2018 15:40:00"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon73.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon73.png 为了能快速赚钱这手速也是拼了","14/12/2018 15:41:00"
"？","15/12/2018 11:03:00"
"我只看到四个字 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","15/12/2018 14:39:00"
"你们这些跟风黑，你们知道六六多么努力吗[怒]","15/12/2018 15:20:00"
"我说一句诳话，我希望123个会员心中只有我一个吧主[阴险]","15/12/2018 15:29:00"
"中美合拍的电影到底上映了没？","15/12/2018 16:55:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=b732da912c3fb80e0cd161df06d02ffb/e91beef50ad162d94408b4bc1cdfa9ec8b13cd46.jpg","15/12/2018 17:05:00"
"章口就莱？","15/12/2018 18:25:00"
"只许他诋毁别人，不许别人说他","15/12/2018 19:30:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=b6ee0564edfe9925cb0c695804a95ee4/7b410d23720e0cf35b0d535a0746f21fbf09aaaa.jpg","15/12/2018 19:40:00"
"老子现在真的烦 之前是抽象话现在又是六学 群里全是复读机跟念紧箍咒一样...说到紧箍咒大家就想到唐僧 明年年初中美合拍的电影版西游记即将开机，由我继续扮演美猴王孙悟空，并努力创造一个正能量的形象来纪念这位功成身退的伟大艺术家，文体两开花。","15/12/2018 21:03:00"
"别问，问就文体两开花","16/12/2018 00:20:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=ddaa279f76ec54e741ec1a1689399bfd/e1c2f7d8f2d3572ced4a367d8713632763d0c3f9.jpg","16/12/2018 00:55:00"
"https://imgsa.baidu.com/forum/w%3D580/sign=7ec225893b7adab43dd01b4bbbd5b36b/43c0681e4134970ab695868e98cad1c8a6865d46.jpg https://imgsa.baidu.com/forum/w%3D580/sign=94d38ba91230e924cfa49c397c096e66/9bdcaec69f3df8dc42db1930c011728b46102846.jpg","16/12/2018 01:07:00"
"此贴不含人身攻击，诋毁。就事论事。
浅谈童丝阿姐也就是美猴网
通过所做之事，来评判这个人。
图片与阿姐无关，只因喜欢沈春阳这个小品，权当镇楼图吧。
 https://imgsa.baidu.com/forum/w%3D580/sign=57d93461daca7bcb7d7bc7278e086b3f/e4a09a2542a7d933ed42e9d1a04bd11372f001ba.jpg","16/12/2018 09:05:00"
"童丝阿姐，又名美猴网，这早已是不是秘密的秘密了，六小贴吧的骨灰级吧友应该最熟悉不过了。
我们去看六小贴吧，会发现，以前的老吧友，坐地户，到现在为止还有多少呢？将近二十万的关注度为什么一下子锐减到一半了呢？这里虽不能把锅全甩给这位阿姐，但造成这种局面也与她有相当大程度的关系。","16/12/2018 09:30:00"
"1.情商低下？
这是六小贴吧的一篇精品贴
索要礼物也能成为精品，我也是醉了。。。精品不精品那是阿姐说了算的，在这里不多做吐槽。
以下是一位可以说是骨灰级的吧友给老六的生日礼物。别管贵贱，礼轻情意重是吧？
但是不知道是什么原因，在哪里出了差错。礼物迟迟没有被六小工作室收到。阿姐等的是望眼欲穿。
看看回复，你把礼物弄哪去了？怎么没收到。确切的说是上海艺术馆没有收到。。
好好好，人家寄礼物给的是六老师，对么？至于礼物怎么处理那是老六的自由，即便上海艺术馆没有收到，向老六工作室咨询，你阿姐是属于转达。
即便是转达，人家那是一片真心实意对么？
上来就质问，毫无任何感激之情，就跟人家欠你们似滴，是么？
活了这么大的岁数甚至连最起码的尊重都不懂么？您好，抱歉不会说么？到底是情商低下还是缺乏家教呢？
白活了是么？您可是一位70后，再过个个把年您都快当奶奶了。丢人不？
哦！对，您改了名字，不叫童丝阿姐了，人生如梦令阿姨。并且吧务通过您美猴网的吧主权利，给了另一个小号，人生美好如梦，对么？
阿姨，你不论穿了马甲还是退了马甲，我照样认识您 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon24.png 
 https://imgsa.baidu.com/forum/w%3D580/sign=65110a3b8f26cffc692abfba89004a7d/794b4408b3de9c82030c852d6181800a19d84338.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=e446fa89bd51f819f1250342eab54a76/d8e9178aa61ea8d3204b08a69a0a304e251f5838.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=72e94e9a25381f309e198da199004c67/222ee5ce3bc79f3d141a9892b7a1cd11738b29aa.jpg","16/12/2018 09:53:00"
