"content","time"
"回复 東方出典考 :....我说怎么只有十三页啊，而且现在都已经过8页了，序章才完，那么你通的是哪条线啊？","1/10/2016 14:44:37"
"回复 艾婷英 :貌似是某个bad end","1/10/2016 15:08:02"
"回复 東方出典考 :......那我还要不要看你下面的剧情呢","1/10/2016 15:15:42"
"回复 艾婷英 :这是你的自由啊 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon8.png","1/10/2016 15:16:32"
"百合咋卖不出去看京吹","3/10/2016 15:31:09"
"虽然是莫须有的感觉，但还是感觉你理解的不够深入啊","4/10/2016 14:48:41"
"回复 艾婷英 : https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon69.png","4/10/2016 15:01:25"
"这就叫死不悔改","6/10/2016 06:22:07"
"法语~呢，记得序章里东马说过她母亲住在法国，法国人不讲英语，而东马搬去跟她母亲一起住，现在北原春希学法语[滑稽]，醉翁之意不在酒啊，或者应该说司马昭之心路人皆知才对啊[滑稽]","6/10/2016 06:30:01"
"........妈的，学法语明显是为想去找东马而做的事前准备，但这南末次车站步行十分钟的出租房又是怎么回事？[黑线]，你他妈是真想双飞啊","6/10/2016 06:54:45"
"小木曽的知名度还是不断上升啊[冷]，连大学的男人都给俘虏了，小木曽这个人就是由各种BUFF组成的吗？什么都不做就能出现一大堆狼人，就不能正常一点吗？[喷]","6/10/2016 07:26:39"
"记得终章里面有三个女生三条线啊，再加上之前被甩的那个发情的高三少女，的确白色相簿的季节开始了[冷]","6/10/2016 07:32:43"
"可惜并没有第二季动画呢，我对后面的剧情完全不清楚，也没看到过第二季的白色相簿[冷]","6/10/2016 07:39:36"
"小木曽的声音听起来可没有半点伤感的感觉啊，明明逼走了东马却没有半点悔意还在享受着在北原身边的感觉，“三个人”？一开始就是笑话呢，什么三个人啊，只不过是自己想去享受两人世界罢了，拉住东马不放也是为了创造一个“东马认可”的状况，让北原能够无忧无虑的给予自己幸福罢了，说到底还是自我中心","6/10/2016 07:53:52"
"发情的男人和女人你伤不起啊，我记得好像有看过终章那三个女人的h婚纱的照片，那应该是那三条线的结局吧，就是因为北原这渣男三年里不去睡别的女人不跟别人交往，所以才会让小木曽一直认为自己还有机会，就是因为北原截爱禁撸了三年所以才会对小木曽恋恋不忘，罪恶感啥的都是因发情而起的","6/10/2016 08:19:06"
"如果东马还在日本北原春希会最在意哪一边呢？当然不管哪一边都是发情期所造成的，北原你丫赶紧找个女人去，最好把所有见面的女人全上了，那样我就可以送你去见诚哥了，反正在三年前诚哥就在向你招手了，你去见了他之后他会好好照顾你的[阴险]","6/10/2016 08:21:42"
"这里槽点太多了，为什么会和北原做朋友这么些年？因为你是基啊，因为你也是人渣啊，在高中每个班都有一个女朋友，在外人眼里就是个人渣，北原左拥右抱还两边都伤害，也是个人渣，人渣跟人渣做朋友很奇怪吗？至于每次都是武也告负为结局，那是因为北原不会听取别人的任何意见一路渣到奈落深渊去","6/10/2016 08:38:45"
"武也当然是不管说了多少都会告负啊[弱]","6/10/2016 08:39:43"
"我又不像你那样，只爱上一个女孩子，就让她哭到了天昏地暗的程度。武也你这反击也太犀利了[大拇指]，这句话肯定能对其造成吐血伤害的，说是这么说，如果对象是普通人绝对是吐血伤害或者恼羞成怒，但是北原春希的脸皮之厚已经属于BUG级别了，肯定会被转移话题或者无视掉的","6/10/2016 08:56:29"
"居然以这样来评价小春，哈哈哈","6/10/2016 09:05:37"
"回复 艾婷英 :不是维也纳么 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon15.png","6/10/2016 09:46:17"
"回复 東方出典考 :.....不清楚，之前东马所说的她母亲在法国，英语禁行令的，反正知道北原故意去学法语一定是因为东马的这句话才有的想法，而且实际上北原与东马的再会可是在法国的斯特拉斯堡啊，而北原选这个地方去旅游的意味还用说吗？","6/10/2016 09:53:36"
"玩到这里觉得麻理可以整治得了北原呢，虽然是指工作方面","6/10/2016 11:50:10"
"我觉得武也把小春收了得了，毕竟是“小春希”啊，为了基友北原从高中就尽心尽力的武也这是最合适的对象了，而能够跟死不要脸的对人说教的北原在一起这么久，可见武也跟小春的相性一定也非常好","6/10/2016 13:02:50"
"俗话说两攻相遇必有一折，北原遇到跟自己极为相似的“同类”之后使出了以前的自己绝对不会使用的负面感情论，以前的他可是被用这种情形对待的啊，没想到遇到另一个“自己”之后他也能使用这种方式，可惜还不够北原是不会去对那些被他逼到恼羞成怒的人抱有愧疚的，这次是北原输了，说白了北原被掰弯了","6/10/2016 13:32:31"
"话说我怎么突然觉得这场景有点熟悉啊？矢田美穂子=倒贴时的小木曽、杉浦小春=高三的北原春希、人渣北原=“不要碰我”的东马、麻理=（希望自己孩子成长）的东马曜子、和泉千晶=女性亲友版的早坂亲志？[狂汗]妈呀，为什么所有角色全对应上了[狂汗]","6/10/2016 13:45:56"
".........","7/10/2016 06:13:19"
"这就心疼了啊？小木曽三年都露出那种“只有我最难受”的表情，有依绪有武也还有一堆女生ABC陪着，更有家人安慰，时不时的还能靠武也两人把北原春希绑到面前供她意淫，这叫难受啊？那东马算什么？东马一个人在外面把一切都抛进钢琴里算什么？东马可只有母亲一人陪着，而这个母亲还解开不了她的心结","7/10/2016 06:56:26"
"既然有他们就能活下去，你丫放弃北原啊，只要你放弃了北原所有的一切都能恢复，你丫死缠着不放想占尽一切好处，天底下哪有这么好的事情啊？这游戏真的没有鬼畜线吗？这家伙真是让人越来越不喜欢","7/10/2016 06:59:19"
"别把自己放在“受害者”的位置上啊，小木曽，你可是加害者，别不知廉耻说只有自己受伤这种话","7/10/2016 07:05:47"
"全部都是装出来的","7/10/2016 07:14:27"
"北原春希跟高三那会儿完全没有半点改变，还是一如既往的半吊子，想要让小木曽不被任何人所束缚那就应该严厉的甩了她，那才是正确的做法，就是因为你一直抱着现在这种半吊子的天真的想法才会被小木曽掌控着无法脱身，不靠近你也不疏远你？、不能唱歌？、双方都疲惫的身影？不这样做怎么让你一直记着她？","7/10/2016 07:39:06"
"这种性格的女生真的很不错啊","7/10/2016 11:17:00"
"别把和泉的情商拉低到跟北原一个水平啊，和泉这种性格注定情商不会低，再说了跟北原这种低情商在一起半年后再差劲也会比北原的情商高的，更何况北原可是这游戏里情商最低的，不过我还真有点好奇和泉是怎么说服小春希的啊","7/10/2016 12:04:44"
"你是回电话啊，我打算按照小春线来走，所以应该是要选发短信的，接下去应该跟你的不同了","7/10/2016 13:55:48"
"那是精神病的阵地才是[冷]","8/10/2016 14:05:04"
"哈，除了打电话个发短信剧情不同而已，后面这些内容根本就一模一样嘛","9/10/2016 06:29:15"
"俗话说：两攻相遇必有一折嘛╮(╯▽╰)╭","9/10/2016 06:30:35"
"同性相斥.........这里我一直想说：你们明明是“异性”相吸（当然指性别的异性）","9/10/2016 06:31:55"
"这是当然的啊，自己的学生在自己管理下不管是多么垃圾的废材，在社会上混出名声，“老师”们都会自得自满的认为全是自己的功劳，然后到处吹嘘，当然了是挑好话使劲的夸，就算学生没做过好事，老师也会无视那些不断不断的夸；反过来好学生在社会上混不出名头就会批评他了，这种行为令人作呕就是了","9/10/2016 06:37:03"
"提的好，砸死那个做任何事都是半吊子在那天还敢接受告白的人渣[怒]","9/10/2016 07:50:59"
"哈，沉浸在幸福与悲伤的“回忆”里面的一个一脸痛苦快哭了的表情坐在第二音乐室里的男人就这样唤醒了小春潜藏的母性光辉，妈的，又一个女孩子沦陷了，我记得在人间失格中好像说过“落魄的男人很受女性欢迎”，原来是真的啊.........才怪呢，现实中这种好事完全不会发生，到了二次元反而狗血的发生了","9/10/2016 08:18:32"
"看来北原是把那群老师的话稍微修饰一下就提交上去了，那的确是一无是处的东西，那种会凭着学生的出息与否而改变对其评价的家伙说的东西简直就如狗屎一般一文不值，东马的事情北原是非常了解的，哪怕不去学校采访他自己知道的也足够他写出来了，看来北原一直摸索着界限绝对不跨过去啊，又是半吊子","9/10/2016 12:00:57"
"因果报应你妹，我完全想不清楚你去这家店工作的理由？不应该抛下小春一个人？你可是离职人员，店里再怎么忙小春也该是那些在职人员去带的，上次是店长闪到腰你也只答应了一天，结果现在就因为小春第二次去工作，我都开始怀疑你丫就是为了泡小春才去那里工作的","9/10/2016 12:31:50"
"21点天才刚黑？日本的时间跟中国的时间差劲那么大？","9/10/2016 13:03:28"
"小春说出了我想说的话，北原明明评论小春多余的责任感强，却没有发觉自身的事情，所以小春希这反击太好了","9/10/2016 13:31:25"
"小春这丫头居然已经彻底沦陷了，刚才会从店里跑出去、在商业街跑起来、拒绝被送回家，都是因为得知北原不能送她回家而在闹脾气，从店里跑出去是因为北原忘了送她去车站的“义务”，在商店街那里则是得知北原以后可能不来工作了不能每天送她下班了，拒绝被送也是，这丫头沦陷的速度也太快了吧[冷]","9/10/2016 14:32:17"
"北原想隐瞒的事情开始被揭露了","10/10/2016 08:07:18"
"女人的心思真是让人搞不懂，明明劝对方跟女友复合，结果还把上班时间告诉对方暗示他过来，想见到北原这么委婉的说法还说的过去，但劝他跟小木曽复合的意义在哪？","10/10/2016 12:11:43"
"无聊","10/10/2016 12:12:46"
"我该说活该吗？你们小木曽还抢了东马的男人呢[鄙视]","12/10/2016 03:04:17"
"抢人男人者就要做好被抢的觉悟","12/10/2016 03:06:31"
"难伺候就别伺候了呗，一直露出那种表情不就只是在逼别人来安慰自己而已吗，总想自己占尽一切好处又什么都不做只会露出受伤的表情等别人主动靠近的人有啥好的？","12/10/2016 03:44:42"
"啊啊，又是个自己不努力的败犬，自己被拒绝就缩在家里的路人甲居然还要去批评另一个拼命努力的人？虽然那个努力的方向有点奇怪就是了","12/10/2016 04:02:17"
"令人汗毛倒竖的短信，没有一点干货却能发这么长，还要一天无数封？赶紧放过我吧[黑线]","12/10/2016 04:41:38"
"人渣就是人渣啊，星期五陪麻理小姐，星期六跟星期天要陪小春希，现在还得考虑从哪里挤出时间陪和泉千晶，然后还得跟小木曽发短信，谁知道这混蛋还要在什么时候想着什么女人啊[怒]","12/10/2016 04:53:48"
"真是每一封都是会让人汗毛炸立的短信啊，一段长的吓人的废话其中一半以上都在夸北原，小木曽这种倒贴模式真是永远不会改变啊，看的别人鸡皮疙瘩掉了一地，果然这个女人太令人恶心了[黑线]","12/10/2016 05:07:01"
"小木曾那叫公平竞争好么毕竟那时候冬马还没跟春希表白呢。像小木曾这样的贤妻良母型到哪都难找，给春希可惜了不如给我","12/10/2016 06:40:36"
"回复 艾婷英 ：小木曾这种有点腹黑但又可爱的贤妻良母型多难找","12/10/2016 06:41:47"
"回复 镜天花之森 :公平竞争？这笑话真好笑啊[冷]","12/10/2016 06:56:35"
"回复 艾婷英 ：谁叫你们冬马那么傲娇不主动","12/10/2016 06:57:49"
"回复 镜天花之森 :所以冬马被逼无奈远飞维也纳了啊，那么现在和泉千晶抢人，也只能是小木曽的错，按你的逻辑来说的话","12/10/2016 07:09:50"
"回复 镜天花之森 :毕竟你把小木曽抢人的事怪冬马不主动，那么和泉千晶抢人，错误绝对在小木曽身上","12/10/2016 07:10:57"
"明明自己是真的喜欢上了北原，虽然没有交往但是被误会成交往造成的尴尬是能够理解的，但你明明就是想在工作中见北原嘛","12/10/2016 07:36:16"
"不要为了自己的方便而去无视别人所说的话啊？[冷]，北原春希，这句话你他妈先说给自己听一听，明明前不久还为了自己的方便而去威胁饭店老板，之后更是闯入酒店别人的房间去破坏别人的春宵一刻，而且还是带着个高三妹去破坏的，你...................你这种人渣还是赶紧nice boat 吧[阴险]","12/10/2016 07:48:11"
"我说楼主啊，你好像说过你走的是条BAD END吧？我好像只有一两条选项跟你选的不同，其他的到这里为止全部相同，剧情也差不多，我是不是也在走向BAD END啊？结局北原死了没？","12/10/2016 07:56:01"
"废话，跟小木曽玩暧昧、在冬马面前秀恩爱、逼迫冬马远飞维也纳、在大学三年里渐渐冷落小木曽、泡了小春、麻理、和泉三个女人还和失田美穗子不清不楚的这些事情难道还不是你的错？虽然你个脑残肯定会辩驳，然后把自己归于无罪的立场，但不管你怎么狡辩，这些都是你个自以为是又情商智商双低的人渣的错[阴险]","12/10/2016 08:11:55"
"不用防备的这么完美？这种话从一个想在情人节逆推或者诱推男人还有着诱惑男人同意接吻跟交往这种前科的女人嘴里说出来一丁点的说服力都没有啊[冷]。","12/10/2016 08:31:19"
"我可是想知道和泉千晶出了什么事情，所以选2","12/10/2016 08:43:45"
"回复 艾婷英 ：不对。小木曾已经和春希确立关系了所以按道理就是千晶抢人","12/10/2016 10:44:52"
"回复 艾婷英 ：冬马在小木曾和春希确立关系前连手都没牵过也没有任何语言上表达","12/10/2016 10:45:54"
"虽然没有认真看，只是粗略的扫过一眼，但看来我猜的没错啊，北原是想把那一本给小木曽，幸好我早就选了第2，如果不是自己留下做纪念的话，那就没有要的必要，所以我不打算给小木曽","12/10/2016 12:21:54"
"故意的，这绝对是故意的，选了不需要，结果反而花钱去买了一本，得到的回信同样是明天不行","12/10/2016 13:02:06"
"一直强调24号，主要目的明明只是想一起过平安夜而已，当初同样约在平安夜的桂叶言就是因为诚哥的去才转机的，小木曽的心思如何早已昭然若揭了[冷]","12/10/2016 13:17:58"
"回复 艾婷英 :这。。。应该不会有死亡结局吧，反正我这个END没有","12/10/2016 13:27:15"
"回复 東方出典考 :其实只是我想弄死他而已，他死了妹子们也就解脱了，哪怕在舍不得以后也肯定会嫁人的，这可是HAPPY END啊[呵呵]","12/10/2016 13:31:57"
".........在北原春希答应小木曽24号见面之后马上上门推销电影门票，还是限定在24号17点上映的爱情电影，瞭望餐厅那边还预约在19点，两个小时后正好在电影看完之后不久，位置还是在就近看海窗边的好位置[冷]，这其中的联系连脑残都能看出来了，北原居然还看不出来，可见北原春希比脑残还要脑残[冷]","12/10/2016 13:50:15"
"而且还是武也跟依绪提前去排队买票，这两人关系真这么好早就在一起了，小木曽说非24号不可可见是早有预谋的啊，幸亏我这一周目不打算走小木曽线，走小木曽线不被她玩死才怪呢[黑线]。小木曽身边一直有人安慰、一直有人陪伴、一直有机会可以见到北原，占尽天时地利人和，冬马想赢却只能靠自己一个人努力[不高兴]","12/10/2016 13:56:46"
"说来武也跟依绪这两个家伙这种行为就是个坑啊，坑完北原的钱坑北原的身体，虽然钱被他们拿走了，但身体却被小木曽拿走了，这种神级损友技能都能若无其事的使出来，可见这两个坑货合作过不止一次了，面对他们这两坑货绝不能掉以轻心啊","12/10/2016 14:03:08"
"今天就先玩到这里吧，貌似看到楼主在下面写着武也早已计划好的事，那看来从这里开始就是武也跟依绪的分赃庆祝大会以及分享心得了，这两个坑货的对话就明天再看好了[睡觉]","12/10/2016 14:48:44"
"谢谢 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","17/10/2016 01:58:38"
"你果然选的是1，在这里我又要跟你选相反的了，先选2再说","17/10/2016 06:37:20"
"多了一个跟小春调情的机会而已[不高兴]","17/10/2016 07:08:41"
"原来小木曽已经提前买到那个杂志了啊，也是啊，冬马的事迹被写上杂志这种事情在网上肯定能查到是哪家编辑部发的，尤其前不久还发行过冬马在欧洲的活跃表演，想不知道都难啊，因为北原写冬马的杂志所以胃疼了？所以绝食了？还说只要到后天就会好？是只要见到北原就会把这事忽略了吧？疼死你活该[阴险]","17/10/2016 07:46:11"
"妈的，在这样看起来挺高级的店里面店员推荐的手镯却只有两千日元？折合成人民币也才一百多啊，人人都说日本物价高物价高，在中国你去这样的店里，里面排列的最低的东西也在五百上下吧？倒底是日本的物价高还是中国的物价高啊？日本物价高但起码工资也高，而中国就只剩物价高了，工资都不够养活自己[黑线]","17/10/2016 07:55:23"
"回复 艾婷英 :两千日元是找的 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","17/10/2016 07:57:22"
"回复 東方出典考 :看错了[狂汗]","17/10/2016 08:06:39"
"第二次了，一扯到冬马的事情北原就会不断不断的说个不停，而小木曽却一直一直安静的听着看着，上一次出现这种场景时还是在冬马家的录音室里面拿出北原写的歌词冬马谱曲的那首歌的时候，两次两人同一种反应不断不断的向对方掩藏着内心的想法，两个从不会将内心最重要的想法暴露给对方知道的人的虚假面具","17/10/2016 09:09:18"
"小木曽的反应也是虚伪到了极点，明明之前就买了杂志还知道了那种东西只有北原写得出而绝食好几天，胃疼的不行估计还有偷偷的哭过，但面对北原时却演出完全不知情且被这种报道逗笑的场景，北原故意说些利用冬马的话，他是在知道小木曽会怎么回答的情况下故意说出的，也就是他在逼小木曽为此做出反应","17/10/2016 09:17:55"
"一对在不断不断演绎着恩爱恋人关系实际上只是在玩“恋人游戏”且各自怀着绝对不会告诉对方的想法的虚伪到了极点的两个人，这种关系实在是让人恶心到想吐啊，真实的东西也会被虚伪的谎言所掩饰，全部都是虚假的","17/10/2016 09:21:51"
"靠着互相欺骗、互相欺瞒、粉饰的很完美的假面 得来的东西都只是虚伪的","17/10/2016 09:35:26"
".......居然想将过去一笔勾销忘记一切重新开始？这才是真正的逃避吧？难道发生了一切不好的事情说一句“把它忘掉吧，然后重新开始”就行了？真是越来越渣的做法啊，这么做了之后的确两个人可以在虚伪的世界中得到虚伪的幸福，而冬马则成了那个被人伤害被人抛弃最后还被人遗忘的可悲的人","17/10/2016 10:05:22"
"这家伙居然没进四大渣男？居然没更新成五大渣男？这真是没天理啊，虽然天理也从来没存在过就是了[冷]","17/10/2016 10:06:30"
"我到底还该不该去玩冬马线啊，这种恶心到令人反胃的人渣真在一起也只会令人把隔夜饭都给吐出来而已吧[吐]，走冬马线真的可以让冬马幸福？走了冬马线冬马就能赢过小木曽？现在貌似赢不赢小木曽都无关紧要了啊[黑线]，看着人渣跟冬马在一起才会让人想死吧[冷]，是不是该考虑把游戏删了把跟北原有关的全部给忘了？","17/10/2016 10:11:41"
".......小木曽的发情从三年前持续到现在居然还没有削弱，这女人的发情期太可怕了[睡觉]","17/10/2016 10:42:14"
"妈的，结果还是上了啊[怒]，所以说白学啥的都是垃圾，欲望解放才是主题，除了推还是推，推出水推出汁往里射才是王道啊，尼玛，那还不如走鬼畜线得了，从头推到尾，要个毛的感情纠葛啊，那种玩意纯属骗傻子的，主要的还是推[阴险]","17/10/2016 11:15:00"
"看完边翻杂志边回忆那会儿真是令人火大啊，怎么忍都忍不了，当然了，令人火大的是北原这个人渣，这丸户老贼编辑也太厉害了，这整整的一段都让止不住的火大[怒]","17/10/2016 11:57:25"
"接受不了？我说小木曽啊，三年前再去机场的路上你说过的话还记得吗？你说你强行插入是为了“三个人”在一起是为了留住冬马，怎么现在发现北原对冬马还保留着深深的感情你就接受不了了？你现在的话可是在扇三年前说出那些虚伪的话的你的脸啊，虽然就算你把脸扇烂我也不会有半点心疼就是了，你们都很虚伪","17/10/2016 12:21:46"
"为了小木曽你而已？你想多了，虽然你在三年里一直一副受伤的脸，这么做的确能让你幸福，但同样的能让看到你就难受的北原春希减低自己的罪恶感，说到底还是为了他自己，不是为了你","17/10/2016 12:33:52"
"小木曽，你他妈别给用鬼哭狼嚎一样的语气说那种话，会那样还不是你自己太贪得无厌，居然还有脸哭[鄙视]","17/10/2016 12:39:30"
"我记得数过终章小春线等人的选项，虽然没有去看内容，但也数到了15个选项，这是倒数第二个了，那我也只能选千晶了，毕竟楼主你选了第三，我在这里不想跟你选同一个[不高兴]","17/10/2016 13:00:14"
"你这黑得毫无水平 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon10.png","17/10/2016 18:45:26"
"只是发感想而已","19/10/2016 16:24:46"
"你是哪个党？","19/10/2016 16:37:28"
"回复 艾婷英 :冬马*千晶","19/10/2016 23:56:03"
"回复 楪祈21 :上面那个在说千晶抢人不道德啊","20/10/2016 03:47:23"
"回复 艾婷英 : https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png 没办法，只有某菜抢人才最道德。","20/10/2016 09:49:09"
"回复 楪祈21 :走完这条线北原跟小木曽让我更加的讨厌了啊，北原的渣度就不说了，半吊子的做法不够果断跟小木曽一直藕断丝连着，而小木曽还是一如既往的只考虑着自己的事啊，相比起来千晶给我的好感度更高，她是真的想帮助北原走出悲伤，而且说到底千晶“抢人”可是北原主动的啊，千晶没主动做过","20/10/2016 12:21:35"
"白色相簿2，网上找就行了","20/10/2016 13:13:00"
"回复 艾婷英 :千晶te，你值得拥有。千晶可不是那种需要春希守护才能走下去的女孩子，而是像冬马曜子一样独立强势的女人啊，千晶是整个cc线的幕后推手（黑手）。","21/10/2016 04:53:10"
"玩小春线，看到那个短信，那个“长濑小姐”估计是和泉千晶吧。怪不得千晶会没去参加毕业聚会","22/10/2016 11:23:01"
"1.知道了，就今天好了，少了这个","22/10/2016 14:13:48"
"2.嘛，无所谓了，又少了一个[狂汗]","22/10/2016 14:16:42"
"这个好 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","23/10/2016 07:27:01"
"。","3/11/2016 03:05:56"
"蕾姆党的胜利","15/11/2016 00:38:37"
"回复 山巨源之觞 ：蕾姆赛高","15/11/2016 00:39:50"
"你是来撕逼的吗 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon8.png","19/11/2016 14:19:51"
"回复 k缘之羁绊 :大哥你回复的有点慢 我现在是坚定的蕾姆党","20/11/2016 03:12:46"
"简介好评 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","24/11/2016 00:11:59"
"你都水到十级了 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon33.png","24/11/2016 04:26:21"
"回复 高二的中二病 :↖(￣▽￣"")","24/11/2016 11:29:10"
"回复 圣人惠就是萌啊 :签到","24/11/2016 16:51:07"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","24/11/2016 16:58:27"
"小伙子，你很有前途 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","25/11/2016 13:47:33"
"[滑稽]","25/11/2016 13:49:10"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon13.png","20/12/2016 09:44:47"
"回复 艾婷英 :人家哪里说不道德了？还不是被你一句句逼出来的?就一个旁观者的角度看，2L明显只是说着玩玩而已，完全是不经大脑的发言，就你在那里死缠烂打揪着不放- -你们才能吵起来","24/12/2016 09:18:41"
"https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon33.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon33.png","26/12/2016 02:06:27"
"回复 你所在的季节 ：不开车的请出去？ https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","29/12/2016 07:32:02"
"稳如宫基 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon48.png","31/12/2016 03:55:30"
"笑出声哈哈哈哈哈哈","2/1/2017 17:42:04"
"这就是你们精品的理由？破吧服 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","9/1/2017 00:06:55"
"回复 手残无法治疗 :东马小三？","17/1/2017 07:33:08"
"哈哈哈哈哈哈哈哈","1/2/2017 03:48:28"
"师傅 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon4.png","5/2/2017 10:57:44"
"回复 还想再到那海边 ：哎现在的孩子啊...浮躁、naive...学了点东西就走了、不理师傅了...只有你还会回来看看。 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon73.png","5/2/2017 12:01:34"
"回复 右上角的三個渣 :必须的啊","5/2/2017 15:04:54"
"话说出包王女的乐园计划就是最好的白学解决方案 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","9/2/2017 16:11:44"
"全","10/2/2017 01:26:01"
"(:з」∠)_雪碧！","13/2/2017 12:54:34"
"不是应该天天来签么 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon28.png","14/2/2017 09:59:57"
"老阿訇","14/2/2017 10:01:12"
"回复 莱昂格列茨卡 :白色相簿的歌词吧","16/2/2017 13:10:17"
"这是零学","17/2/2017 07:16:44"
"回复 Laonvgel :这是宝学","17/2/2017 07:17:20"
"好吧","17/2/2017 12:56:59"
"不是歌词","17/2/2017 15:39:38"
"回复 莱昂格列茨卡 :不瞒你们说我看了整遍WA2动画，也没找到（可能是我粗心）","17/2/2017 15:40:55"
"回复 白哲双修 : https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","18/2/2017 02:51:49"
"回复 白哲双修 :雪菜碧池 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","18/2/2017 02:52:40"
"上面那个还有点谱 古兰经 是什么鬼啊？","24/2/2017 19:07:28"
"手动滑稽= =","26/2/2017 09:14:42"
"游戏宣传语","1/3/2017 09:53:48"
"哪里熟练啦","3/3/2017 10:54:09"
"回复 兰宁珠 : https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","3/3/2017 11:00:33"
"没有修罗场的啦","5/3/2017 12:20:18"
"老哥稳，让我好好水一次不行么","9/3/2017 03:15:18"
"雪菜碧池","9/3/2017 10:07:45"
"回复 墓之风翼 : https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon35.png","9/3/2017 15:07:15"
"那个……我是yang姐的老公 https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon25.png","16/3/2017 05:06:08"
"目测你是被白二吧熏陶出来的智障无脑黑! https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png https://gsp0.baidu.com/5aAHeD3nKhI2p27j8IqW0jdnxx1xbK/tb/editor/images/client/image_emoticon16.png","19/3/2017 04:08:26"
