"content","time"
"有吧友 问我卖不卖这些书?！
我对此坦言之:这些书见证了我的成长，记载着我父母的青春，我不卖！我爷爷当年看的书，我对此也留着，这都是历史，我不卖！我要传下去！
虽我一直单身，然我定会找到与我彼此真爱之知书达理秀外慧中且独立思考的美好女青年为妻，娶妻生子，共度美好一生！我会把我之全部思想所感所悟所思所学都传给我的孩子，让其正德正善，屹立傲立与天地环宇自然之间","22/9/2016 12:59:00"
"有吧友 问我卖不卖这些书?！
我对此坦言之:这些书见证了我的成长，记载着我父母的青春，我不卖！我爷爷当年看的书，我对此也留着，这都是历史，我不卖！我要传下去！
虽我一直单身，然我定会找到与我彼此真爱之知书达理秀外慧中且独立思考的美好女青年为妻，娶妻生子，共度美好一生！我会把我之全部思想所感所悟所思所学都传给我的孩子，让其正德正善，屹立傲立与天地环宇自然之间！","22/9/2016 13:00:00"
"今天早晨我买了几斤山芸豆，很美味的食物！这和大棚里的芸豆不一样，味道要可口美味的多，只是有些人对此不懂得！
我小时候在博山没少吃山芸豆和山里种的蔬菜，那时太多蔬菜绿色无污染，现在是多类蔬菜数量上来了，质量和味道已不如以前。山芸豆干炖不放肉也挺香，当然放点五花肉味道更好！
这些山芸豆不错，有些个头不小且皮色新鲜豆粒饱满，我分别挑出来用以不同做法。花色的老一点，炖菜吃。绿色的嫩一点，包饺子和包子吃。附山芸豆图，可对比我手指！

 https://imgsa.baidu.com/forum/w%3D580/sign=84982aacb6096b6381195e583c318733/678ef31ab051f81908c6eec9d2b44aed2c73e7f4.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=7531aeba4336acaf59e096f44cdb8d03/33be0f4b20a44623b72948e19022720e0ef3d7f4.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=0745c426027b02080cc93fe952d8f25f/2515de500fb30f242be40080c095d143ac4b0350.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=4869f1873c9b033b2c88fcd225cf3620/c0b3470928381f307567612aa1014c086f06f051.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=64d7f08b1730e924cfa49c397c0a6e66/8e8a4925ab18972bb7d8ed49eecd7b899c510af4.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=565460a1c0fcc3ceb4c0c93ba244d6b7/f9738e1a9d16fdfabe152a6dbc8f8c5495ee7b51.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=ad5d5fab3e7adab43dd01b4bbbd5b36b/d908e4c37d1ed21b5bb0c266a56eddc450da3f51.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=56b66ba29b13b07ebdbd50003cd69113/4f43e9ed8a136327cf942eb0998fa0ec09fac752.jpg","22/9/2016 14:19:00"
"我这十几年来经常去菜市场买东西，看熙熙攘攘吵吵闹闹人来人往都是故事！
我接触过太多百姓和不同行业之人，环境不一，性格各一，德行不一，思想不一，我作为一位未著名思想家比太多官员和太多人更了解大多百姓及等等国家单位工作人员的想法！","22/9/2016 14:30:00"
"江湖路，人生路！
我走的是自然良循大道，天地环宇正道正路！
我已快完全自律，自即日起恢复真我倒计时，希望一切来得及，让我恢复真我，超越超我！
我爱中国（伟大的祖国），我爱人类社会和自然世界！我张云杰一心为国为民为世，不负人负情负义负国负人负世，希望天地人自然万物不要负我！
必须实现中华伟大复兴和达成自然良循大道！","22/9/2016 18:25:00"
"我观刘备髀肉复生，有感，所以我一直节食！
我说过，所谓增重容易，减重难！俗世中胖上去容易，瘦下来男，注重营养，晚上注意饮食结搭配，不可暴饮暴食！
为何我晚上喜欢吃烤鱼，因为大多鱼容易消化，基本几乎不压食！","22/9/2016 23:13:00"
"我观刘备髀肉复生，有感，所以我一直节食！
我说过，所谓增重容易，减重难！俗世中胖上去容易，瘦下来难，。必须注重营养，晚上注意饮食结搭配，不可暴饮暴食，减肥有疗效！
为何我晚上喜欢吃烤鱼，因为大多鱼容易消化，基本几乎不压食！","22/9/2016 23:15:00"
"张杰啃老","23/9/2016 13:52:00"
"刘亦菲穿着高跟鞋一脚跺碎张云杰这条色狗的鸡吧","23/9/2016 13:54:00"
"我要乘7053/4次绿皮火车品味人生，看那一座座群山环绕，悠闲慢时光，票价仅11.5元，一天往返，感慨光阴！我一直认为做火车有意思的是来回往返一路画面似影片快进和倒带，从起点到终点，从终点到起点，似人生姿态！
7053/4次列车全程184公里，单趟5小时52分钟，平均时速31公里。泡一壶清茶，怀旧小火车上看沿途风景思考人生，悠哉悠闲有道！若有三三两两朋友同行小酌几罐啤酒（勿喝多），也别有一番滋味！
注:若有朋友想同往，报名从速，说不准哪天早晨我随时出发，一个人背起背包说走就走，走出的是辉煌，释放的是情怀，留下的是感叹！

 https://imgsa.baidu.com/forum/w%3D580/sign=93f4de4a16178a82ce3c7fa8c602737f/e43d8d10728b4710a8c0d94acbcec3fdfe0323e1.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=4e261b676ad9f2d3201124e799ed8a53/1c3b9932c895d1439899c0a57bf0820258af07e1.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=1fffeeb59a45d688a302b2ac94c37dab/f1cdb3dfb48f8c5448ece2a932292df5e1fe7f92.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=3397c3f5a54bd11304cdb73a6aaea488/6d66c28aa61ea8d3061d53829f0a304e241f5892.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=291e6d6f851001e94e3c1407880f7b06/ceced823720e0cf35d186a7d0246f21fbc09aae2.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=66dba2689482d158bb8259b9b00b19d5/cfbfd7dca144ad34ee50a301d8a20cf433ad85e2.jpg 
 https://imgsa.baidu.com/forum/w%3D580/sign=e80a79d5fe246b607b0eb27cdbf91a35/eecdb8188618367a8cb7585b26738bd4b21ce593.jpg","23/9/2016 16:57:00"
"相信无论狼粉还是黑喷都很清楚，虽我张云杰暂且穷困落魄人微言轻，然我张云杰乃心怀天下腹有环宇之德才貌三全天赋之才，想找到与
我匹配之女子不容易！我未来的妻子要明白我在说什么做什么，古往今来太多圣贤书帝王将相之事例告诉我们贤内助很重要，相夫教子啊！
我认为:爱情不能将就，婚姻更非儿戏，至少我一直对此有自己的准则和原则。两个人从相识相知相恋相守到共度一生，支撑两个人走下去的是三观和环宇观的认同和思想交流！
对待爱情和理想，我一直非常执着！我从未谈过恋爱，我一直单身至今，只因我还未找到与我彼此真爱之知书达理秀外慧中且独立思考的美好女青年！
我不会为名利物质美色去欺骗任何人，更不会欺骗女子，（即使我穷困落魄人微言轻，我也绝不会出卖自己的人格和尊严。我文明道德友善大度，而很多人根本不明白何谓真正的人格和尊严）！
对待爱情，我即不浪费别人时间，也不会委屈自己！一旦我恋爱，便是以结婚为目的交往，相濡以沫，共度美好一生！青史留名，流芳永世！","24/9/2016 00:29:00"
"武丁妇好，刘秀阴丽华等等等等，我超越他们是迟早之事！所以，我对待爱情和择偶非常慎重！","24/9/2016 00:34:00"
"他为啥骂你妈到现在你也没说清。哈哈哈，好玩好玩！","24/9/2016 10:06:00"
"近几个月来，每次洗头发都掉几十根，非常不正常！这是对我的一种提醒，我必须严格自律，自疗！
一直以来恶意辱骂咒骂诋毁陷害我的黑喷确实给我造成了较大压力，但这不是我颓废的理由。我必须严格自律，调整休养好身体，谋事在人，成事在天也在人！
从今之后我严格自律，若黑喷和卑鄙小人还有起码的道德良知，问问你们的心，如此恶意辱骂诋毁陷害一位一生堂堂正正且一直原创之一心为国为民为世的正人君子，真不怕受到法律制裁和遭报应吗?！","24/9/2016 10:41:00"
"自正自身，清心寡欲，自律自省自强，我自疗！","24/9/2016 11:35:00"
"我一直原创，我爱国和孝敬老人，若非去年九河小子等恶意诋毁，我现在至少早已完成了《寨星梦》，绝非现在如此落魄光景！
我即使穷困落魄人微言轻也没有任何妒忌心，从不为名利物质美色而诋毁陷害祸害过任何人，我从未出卖过自己的人格和尊严（有些人不懂得何为真正的人格和尊严）。我堂堂正正正人君子，我待人文明道德礼貌友善大度，我尊老爱幼，那些嫉贤妒能和造谣诋毁之人如此祸害我，考虑过对我及我父母造成的伤害有多大吗?！是否考虑过是否会让一个本已很不容易的家庭更加雪上加霜?！是否考虑过会毁了我如此一心为国为民为世之大好青年的未来，会毁了一个厚道仁义的家庭！
试问，还有没有天公地道法律法治（法治）?！","24/9/2016 12:11:00"
"我一直原创，我爱国和孝敬老人，若非去年九河小子等恶意诋毁，我现在至少早已完成了《寨星梦》，绝非现在如此落魄光景！
我即使穷困落魄人微言轻也没有任何妒忌心，从不为名利物质美色而诋毁陷害祸害过任何人，我从未出卖过自己的人格和尊严（有些人不懂得何为真正的人格和尊严）。我堂堂正正正人君子，我待人文明道德礼貌友善大度，我尊老爱幼，那些嫉贤妒能和造谣诋毁之人如此恶意祸害我，如此恶意辱骂诋毁咒骂我父母和舅舅，连我逝去的姥姥都恶意辱骂诋毁咒骂，看看那些贴吧表态之脏图恶言，其连畜生都不如啊。考虑过对我及我父母造成的伤害有多大吗?！是否考虑过是否会让一个本已很不容易的家庭更加雪上加霜?！是否考虑过会毁了我如此一心为国为民为世之大好青年的未来，会毁了一个厚道仁义的家庭！
试问，还有没有天公地道法律法治（法治）?！","24/9/2016 12:19:00"
"我一生堂堂正正，一直原创，一心为国为民为世，不辱人不坑人不害人，多年前立志实现中华伟大复兴和达成自然良循大道，天地人自然万物可鉴！我爱国和孝敬老人，若非去年九河小子等恶意诋毁，我现在至少早已完成了《寨星梦》，绝非现在如此落魄光景！
我即使穷困落魄人微言轻也没有任何妒忌心，从不为名利物质美色而诋毁陷害祸害过任何人，我从未出卖过自己的人格和尊严（有些人不懂得何为真正的人格和尊严）。我堂堂正正正人君子，我待人文明道德礼貌友善大度，我尊老爱幼，那些嫉贤妒能和造谣诋毁之人如此恶意祸害我，如此恶意辱骂诋毁咒骂我父母和舅舅，连我逝去的姥姥都恶意辱骂诋毁咒骂，看看那些贴吧表态之脏图恶言，其连畜生都不如啊。考虑过对我及我父母造成的伤害有多大吗?！是否考虑过是否会让一个本已很不容易的家庭更加雪上加霜?！是否考虑过会毁了我如此一心为国为民为世之大好青年的未来，会毁了一个厚道仁义的家庭！
试问，还有没有天公地道法律法治（法治）?！","24/9/2016 12:21:00"
"你们可以去问问现实中的任何人（我一直说可以和任何人对簿公堂，法办），我张云杰文明道德友善大度，我尊老爱幼是事实！
有些人喜欢骂娘等等，是其道德素质修养问题！比如说我从未招惹过贴吧这些人，也没请他（她）们来此，其却一直辱骂咒骂诋毁我和我父母，连我逝去的姥姥都恶意辱骂咒骂诋毁，说白了就是道德素质修养问题！我不喜欢说脏话，因为我认为说脏话和听脏话都不舒服，这已渗入到我骨子和灵魂里！","24/9/2016 12:50:00"
"你们可以去问问现实中的任何人（我一直说可以和任何人对簿公堂，法办），我张云杰文明道德友善大度，我尊老爱幼，我父母为人厚道，这点都是事实！
有些人喜欢骂娘等等，是其道德素质修养问题！比如说我从未招惹过贴吧这些人，也没请他（她）们来此，其却一直辱骂咒骂诋毁我和我父母，连我逝去的姥姥都恶意辱骂咒骂诋毁，说白了就是道德素质修养问题！我不喜欢说脏话，因为我认为说脏话和听脏话都不舒服，这已渗入到我骨子和灵魂里！","24/9/2016 12:52:00"
"有人不分青红皂有人喷我，有些人恶意辱骂诋毁我成百上千句，加起来恶意辱骂诋毁陷害我及我父母和姥姥数十万句贴以上，我对此义正言辞回击几句也是应该。难道我被黑喷辱骂诋毁陷害死也不回击才是对的?那谈什么正义法律，谈什么法治社会，谈什么天公地道！我劝诸位做人要讲道德良知，无起码道德良知之人不配为人，其畜生不如，可悲可怜！","24/9/2016 14:38:00"
"@花钱雇的女孩 这个长","24/9/2016 19:14:00"
"@243850733 ，24君请进，我说我要活回真我，还有多少天?！
我虽不知网上网下谁在诋毁陷害我，然我待人文明道德友善大度不代表我事事都可宽容！我尊老爱幼，尊重人权平等，礼貌谦虚， 我如此天赋思想理想志向胸襟气度且仁义厚道之人你问问你认识中的人中有几人?我敢说太多人认识中的朋友只有我一个。有些人太不懂得珍惜友情，源于自身的无知和浮夸！
我说过，我心中早已无恨，然我观人心人性，即使我被诋毁陷害死，即使我穷困落魄无助，有些所谓的朋友同学等也会置之不理，我应该感谢这些经历让我看透了太多人的人心人性。无论网上网下，相逢虽是缘分，然自古以来成大业者之人生不在乎彼此认识多久（所谓的朋友多是酒肉朋友），需要的是志同道合。我不可能穷困落魄一辈子，我多么希望有些人目光长远，可有些人其心智眼界有限，甚至有人不乏轻视嘲讽辱骂甚至是诋毁陷害和妄想通过贬低我而拔高自己者，我对此心中不由哈哈大笑，淡然而过。无论网上网下，人生有取舍，我从来没有主动发过脾气，但不代表我对你们在心中没有自己的认识。我立志实现中华伟大复兴和达成自然良循大道，我通过你们之德行心智气量做出的取舍，我在心中也会做出取舍，有些人德才不够，有些人缺德少才，有些人无德无才，其注定无法和我并肩共建伟业，同往人生巅峰共赏大好河山！
问问你们自己的良心，有过忏悔吗?","24/9/2016 22:22:00"
"天天喝酒断片","25/9/2016 02:31:00"
"人类是一部进化史，更是一部进步史，我清楚自己活在大自然中的意义所在，我早已做到心中无恨，我对任何人都没有恨意。有些人之所以自私贪婪图名好利，之所以对人进行诋毁中伤谩骂陷害，源于他们的愚昧无知和目光短浅！
说出这件事，给有些朋友解惑，此些言语，天地人自然万物可鉴！
骂我妈的那位同学姓Z{非姓张}，其妻子姓L{非姓李}！当时我公开在贴吧写过此事前因后果，因我个人贴吧在前段时间被人恶意删掉全部帖子，有少部分帖子已找不到，包括当时那篇对此实言描述的原文{百度资料库里面应该有原始数据}，所以我在此必须说明。
打他的原因是他做人有问题。我在打他的前两个星期前，刚给他母亲过完了六十大寿。那天中午，同学和朋友坐了一桌，席间无一人说去给他母亲敬酒，我提议让大家去敬酒，有些人带着不情愿才去。吃完饭在他家玩了一会，众人打牌，赢的请客。晚上吃饭时，我给他父亲倒水端酒，非常礼貌。我对他的父母，尽到了一个晚辈该尽的责任，我给足了他面子。这没办法，因为我奶奶姥姥和父母从小教育我，做人要懂礼貌，要站有站相，坐有坐相，别出去让人说没家教{我奶奶对我影响很大，以前我说过}。我一直待人文明礼貌，太多认识我的人可以为我证明！
说白了，本来我没想打他，只是想和他好好谈谈，可是这同学和他妻子不单在电话里骂我妈，见面时还用手对我指指点点{我从始至终却没骂过他的父母家人}，大不敬就是欠揍，我的朋友因为看不惯才仗义出手打了他，唯一是冲动些撞了他的车{当时他开一个福克斯，并无大碍}。对此，我肯定会一个人撑到底，即使我进去蹲个半个月，对我的人品也不会造成任何损害，反而会突出我的孝和义，至少公众道德层面被我牢牢占住。那同学和她妻子简直就是法盲加智商低下却还自以为聪明，说没立案是他没告我，可笑。他连轻微伤都够不上，而打他是因为他不懂得尊重别人且仁义不仗义，这对夫妻是否不明白公众的道德公正意识标准？！
那件事，在派C所的调解下，最后以赔偿他五千元人民币完结。但是，警C问我打架的都有谁，却从没问我为何打架，让我在传讯室待着，然后没收了我的手机。
我不怕，我一进派C所，派C所问我还有谁，我说我懂法，我什么都不知道，然后就被带到所谓的传讯室。
我当时想的非常清楚，我对此什么都不说，大不了拘我几天，可是那骂娘的同学带着警察大半夜{大约凌晨12点左右}去我家找我父母。当时我姥姥在我家，我最担心的是她老人家，我怕她生气，万一她有个三长两短，我会是我家的罪人。我父亲来到派出所，我第一句话是问我姥姥知道这件事吗？父亲告诉我，我母亲对派C所说我家里有个老人已睡着，民警同志说话声音很小，也很文明，没有影响我姥姥休息{在此我对警C的文明执法表示感谢}！可当时我很生气，我公开在派C所说，若我姥姥有个闪失，我要让他们负责任。然后派出所让我们在传讯室协调，那同学开口要十万元人民币，我说你想死就直说，后来经过协商赔偿他五千元人民币！
若我不是怕我姥姥知道生气，若不是为了我姥姥健康长寿，我绝不会给其道歉！若不是他说当时他孩子还在车上{我真心没看见，不知真假}，我根本不会有任何愧疚。碰巧他母亲那天早晨去给他看孩子，我一看到他母亲，感觉无言以对，给他母亲磕了一个。对于这件事的处理上，我“仁义礼信忠孝”全占了{为此如此动手，缺点智}，这同学居然当时在派出所外边诬陷我欠他钱{当时我在传讯室不知情，我表弟后来告诉我的}，实在是可耻至极，若我表弟从派C所出来立马告诉我这事，我绝不会去其家道歉！言归正传，即使别人恶意辱骂的再难听，我也从来不会对其辱骂，更不会骂其父母与其家人，也绝不会中伤诽谤他人，这是原则，必须注重个人素质修养！
我从他家门出去后，我父母和这同学夫妻去的派出所，我没去。五千元人民币买个教训，太值。这事警示我以后做事不要冲动，再遇到这种事，要做到打了白打，还要让对方道歉！{我父亲没看就签字，随着父母年龄越来也大，很多老年人在办理业务时经常如此，这非常不可取。而今不少老年人乱签字被欺骗，我对此发过帖子}
我说过一段63分钟的音频，叫做《张云杰之寨星梦》，关于13郭淄，就是说的我自己，因为打架进派初所的那次！
我之所以在《张云杰之寨星梦》01里面把这事情的前因后果原原本本的说出来，就是为了给自己留个见证，公开的见证。我立志创造一番成就，所以我必须给支持我的朋友解惑，为以后留个证据。若以后谁有异议，可以对薄公堂，我也可以和其公开赌命，谁不仁义不道义，谁恶意辱人父母，谁不得好死，家人为此蒙羞一世，希望所有认识的朋友及世人为此见证！
说几件事！
1，这同学以前谈女朋友，其前女友的男朋友说要找他麻烦，他怕人家打他，找我帮忙，我去了。结果对方喊去的一位不知在哪见过同我去的哥们和我，谈了几句，没打起来，从此人家不再找他麻烦！说心里话，他前女友大概也是一轻佻之人，分手就要分干净，别纠缠着说不清，万一男人为此真动了刀，她是不是觉得很有意思？！他而今的妻子，有些喜欢撒泼，品德存在问题，这是很多人的共识。其见到有权有势者，那个脸恨不能贴上去，见到所谓不如自己之人，恨不能踩两脚，典型的踩着鼻子上脸之人，人品让人不耻！
2，他因为欠别人的材料款，被人找上门来，结果他妻子打电话骗我，说有人找他麻烦，要打他，600米不到的路程，我打车去的。后来我发现，这对垃圾夫妇骗我，但我还是把外地来此讨债之人连哄带吓的劝走了，对方也想的明白，犯不着为个万把块惹出事来。但是，我后来为此愧疚了很长时间，我真的愧疚了很久，我现在谈起这事都觉得愧疚。那时我还没去北漂！
3，他说菏泽有人欠他钱，让我去和他要账，同去的还有他小舅子和他妻子{我现在明白了一点，当时不会再有第二个同学和朋友愿意和他去做这种事}，到了人家的楼区，我第一个走在前面，上楼敲门，对方不在，我们回淄博。后来这事让我很生气，因我北漂时身上钱已快用完，给这同学打电话，这家伙一分钱都没借，对此我不生气，家家有本难念的经，我可以理解。但后来的真相让我生气，他借给这人钱时，就在我跟他开头借钱他没借后的几天，诸位说这同学是不是很无耻，很没有人格？！我觉得他为钱可以中伤出卖任何人，这种人不值得信任！
4，他挨打的原因，我刚给他母亲过完六十大寿，因为一些{我确定是一些}小小的琐事，他为人很不道义，我找他理论，他和他妻子居然骂我妈，后来的事情，大家都清楚了。打了就打了，我一点点都不会埋怨为我动手的那帮朋友，打的对！
5，我不欠他钱，我在那段63分钟的音频里说的很清楚，可他给我造谣，这是我现在仍然不待见他的原因，造谣中伤诽谤，不思悔改之人，我瞧不起！
说的俗一点，无道德无见识之小人，只要你成功，他们会表现的不如一只狗似的来讨好你。若你落魄，他们会用卑鄙无耻的语言来抨击你，这种人的道德和人格有待提升太多！
当然，现在若再有这种事情，我绝对会非常理性的处理，如此打架是很不理智的行为！
以前我太仁慈太有爱，现在我还是坚持正德正善和尊重人权平等的原则。可是，万不得已时，我决不放弃以暴制暴来维护正义的方式！
望世人知悔改，正德正善，达成自然良循大道！人人需要救赎，人人需要自救！
注:
纠正一下：碰巧他母亲那天早晨去给他看孩子，我一看到他母亲，感觉无言以对，给他母亲磕了一个！{这源于我的家教，源于我从小看过的书籍，要懂大义，有礼貌，明事理}
关于此事，仁义礼信忠孝，我全占住了，只是当晚由于一时冲动而缺点智！
我不怕我父母为这种事担心，他们应有起码的承受能力，我当时非常怕我姥姥知道后生气，八十多岁的老太太，万一气出个什么病来，我会是家里的罪人。
后来我姥姥知道了此事，她的一番话让我既大吃一惊又心生佩服，我姥姥说：他骂你妈，是他的不对。而你打人，也是不对，冲动！幸好没出大事，否则你也后悔一辈子，你还年轻，五千元买个教训，值。她媳妇还敢来找我，让她找一个试试，我都八十多了，我怕什么，做人要讲理。我姥姥有女中豪杰之风采，有胆有识，这一点我妈还比不了。{那骂娘同学之妻在调解完之后当天晚上曾说要来闹事，威胁我，否则找我姥姥，我当然不会接受威胁。她是一典型之踩着鼻子上脸之人之小人作风。想想这种品行，真若赶上乱世让我遇到，难听的话我不讲。道不同不相为谋}
若再遇到有人如此不敬，我公开义正言辞列举其人之罪，让世人看清其嘴脸，让其无地自容。如果他恼羞成怒先动手，我理所当然正当防卫，打了白打，为民除害，天经地义！
我以前说过，我奶奶早已仙逝，我希望我姥姥在有生之年能看到我的成功。昨天我刚给姥姥剪了脚指甲，老人家耳不聋，眼不花，身子骨还行！
家有一老，如有一宝，我有时会让姥姥给我讲他们那个年代的故事！
我心中早已无恨，我真的心中早已无恨，此骂娘同学，自从几年前的那天去他家道歉后，我再也没有见过他。但是，好人不该蒙受不白之冤，小人坏人才该受到应有惩罚，所以我需要说清楚！
关于我顶起此贴，原因在于这几天我要尝试着要说寨星梦，先说两个小时左右。我自上网的那天起，一直公开我的真实身份，堂堂正正，光明磊落。为此，我敢和任何人在公开场合下或者是法庭当面对质，诋毁诬陷中伤陷害他人者，自身不得好报，家人蒙羞一世！
对此补充一下{以前说过一些，可我此帖吧帖子被人恶意全部删除过，有些暂且找不回来}，这不仗义的同学在派出所说因为打牌欠我八十元钱，我找他要，他不给，我才打的他，他这是胡说八道！
我承认和他打过牌，他那天也确实欠我八十元钱，然他挨打的原因在于他脏言恶语骂娘，我才打的他！{他多次不仗义，不仅仅是此贴几点，否则我当时也不会那么不理智}！
说心里话，以前我确实不时打几把小牌，对此我在贴吧公开说过。但若我赢钱，基本都是请大家吃饭喝酒消费掉，因为我认为不义之财不可留，在此我也劝告诸位戒掉所有陋习。为了我姥姥不知道这事而生气，即使他冤枉我，我当时也忍了。人活一世，在大自然面前没有秘密，人在做，天地人自然万物都在看，我张云杰堂堂正正，光明磊落，天地人自然可鉴！
一切定有公道！
关于我此贴，还有含义：这世界上有些人死不悔改。对于这些人，该罚就要罚，该判就要判，该杀就要杀，一切为了人民安康和世之公正公义公道！","25/9/2016 02:37:00"
"曹操和刘备“煮酒论英雄”那段言语甚是经典！
自古以来，见小利而忘义者，干大事而惜命，目光短浅，缺德无才，贪财好色者何谈创建伟业?！
而今社会通讯发达，正所谓创业快，毁人毁业也快。手机可以录音录像，身边有人随时偷着录像后编排段子欺骗他人都不一定，所以有些事更不能掉以轻心！可以喝酒聊天，可以豪情万丈定要做天下第一，但原则性的问题不能触及！你们可以说有些不当不雅之言，我对此绝不说。你们可以做不当不雅之事，我对此绝不做，否则以后有些事情较难说清。即使说得清，也要费时间！有时我发现有朋友录我，我不知其为了什么，但我一直有自己的道德准则底线，原则性的错误我不会犯！
24君，自古以来有太多人想得高官厚禄，美妻爱子，延福子孙，关键是问自己凭什么得到?！抛开所谓的家世不谈，问问自己德才够吗?问问自己胸襟胆气够吗?有些事缺一不可啊！
你24君博学多才，内敛有城府，我估计你见小利不会忘义，而干大事可能会惜命，我说的可对?！有些人应该庆幸而今不是乱世，可以保身，否则早已丢了卿卿性命！","26/9/2016 11:07:00"
"我必须找到最高层，才能讨回清白公道！
我张云杰一生堂堂正正，一直原创，一心为国为民为世，多年前立志实现中华伟大复兴和达成自然良循大道，我不辱人不坑人不害人，没有妒忌心，从从不为名利物质美色而辱骂诋毁陷害祸害任何人，我光明正大坦坦荡荡环宇自然伟丈夫，天地人自然万物可鉴！
死不悔改之卑鄙小人如此恶意骚扰辱骂诋毁陷害迫害我，如此恶意辱骂诋毁我父母和舅舅，连我逝去的姥姥都恶意辱骂咒骂诋毁（包括她老人家重病期间），何等卑鄙无耻低劣之人的品行才会做出如此丧尽天良之事，其罪行罄竹难书，天怒人怨，人神共愤，天理法治不容啊！
若还有天公地道法律法治（法制），其一定要受到应有的惩罚和付出应有的代价！","27/9/2016 00:42:00"
"有卑鄙小人一直恶意辱骂骚扰诋毁陷害我，毁我清誉，我看到了当然要删除。有人往你门前泼粪，你不清理吗?造谣诋毁的卑鄙小人应是受人指使，如此恶意诋毁陷害我真正一心为国为民为世之堂堂正正正人君子，让我心灰意冷。我而今穷困落魄人微言轻且各方面压力很大，可即使我被诋毁陷害死，有些人也不会知悔改，都在充当压死真龙的最后一根稻草。人权是平等的，但有些人之死不悔改的恶行让我看到了其人性的丑陋，从严格意义上讲，其已经失去了做人之起码道德良知，已不配为人，其披着人品人皮却畜生不如！
而有些所谓的好人和旁观者看到我如此堂堂正正一心为国为民为世且一直原创的正人君子被恶意辱骂诋毁陷害而置之不理，其充当了帮凶，这让我想起血馒头！
人生来终要逝去，有些人心中毫无公正平等之心，为名利物质美色和一己私欲做了太多伤天害理之事，其枉为人一世。太多人从不考虑自己活着要做个好人，从不考虑自己活着的最大意义是什么，可悲可叹可怜，不知救赎提升自我啊！
哀大莫过于心死，人有生老病死，亦有旦夕祸福，我现在问你们:若我被诋毁陷害死，活被荒废死，如果我死了，你们能真真正正做个好人吗?！不要再恶意脏言恶语，不要再有妒忌心，不要为了名利物质美色和一己私欲去辱骂诋毁欺凌陷害祸害他人！人作为所谓的高等智慧生物，不能没有起码的道德良知，否则畜生不如，其真该生前被法律公审，按照有些宗教说法其死后必下下地狱永不超生，灰飞烟灭，祸及父母子孙！
必须实现中华伟大复兴和达成自然良循大道！","27/9/2016 00:44:00"
"你还是找你妈妈哭着告状更实际点","27/9/2016 01:16:00"
"我而今虽不知这些造谣诋毁之卑鄙小人的真实身份，但他（她）们一直以来处心积虑的诋毁陷害我，其目的就是企图慢慢耗死我，妄想让我放弃伟大理想，一身才学困在淄博直至郁闷而终，置我于死地！
想我张云杰天赋使然，一生堂堂正正，一直原创，一心为国为民为世，心怀天下，腹有环宇，真真正正把国家和百姓放在心间，立志做到“少幼有所学，中青有所工，老残有所养”，使得世人明白正德正善对于人类社会和自然世界的意义所在，世人幸福安康公正平等，人人活的都有真正的人格和尊严，天地人自然万物可鉴，我如此环宇自然伟丈夫世之罕有，天下顶巅！若我能尽早起势，定会更早更好的实现中华伟大复兴！
卑鄙小人如此恶意骚扰辱骂诋毁陷害和荒废我之生命，其罪行和卖国贼无异，其罪当诛！
我不信所有诋毁陷害我之人都衣食无忧吃喝住不愁，有些人想必也上有老下有小，想过自家养老育子医疗等等问题吗?其诋毁陷害迫害我如此一心为国为民为世之人，其应该扪心自问自己的道德良心，血馒头啊！","27/9/2016 09:49:00"
"我而今虽不知这些造谣诋毁之卑鄙小人的真实身份，但他（她）们一直以来处心积虑的诋毁陷害我，其目的就是企图慢慢耗死我，妄想让我放弃伟大理想，一身才学困在淄博直至郁闷而终，置我于死地！
想我张云杰天赋使然，一生堂堂正正，一直原创，一心为国为民为世，心怀天下，腹有环宇，真真正正把国家和百姓放在心间，立志做到“少幼有所学，中青有所工，老残有所养”，使得世人明白正德正善对于人类社会和自然世界的意义所在，世人幸福安康公正平等，人人活的都有真正的人格和尊严，天地人自然万物可鉴，我如此环宇自然伟丈夫世之罕有，天下顶巅！若我能尽早起势，定会更早更好的实现中华伟大复兴！
卑鄙小人如此恶意骚扰辱骂诋毁陷害和荒废我之生命，其罪行和卖国贼无异，其罪当诛！
我不信所有诋毁陷害我之人都衣食无忧吃喝住不愁，有些人想必也上有老下有小，想过自家养老育子医疗等等问题吗?其诋毁陷害迫害我如此一心为国为民为世之人，其应该扪心自问自己的道德良心，血馒头啊！","27/9/2016 11:48:00"
